_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1030346,4263115,2017.0,2019.0,1970.0,PRIVATE,17,Don Valley North,644 SHEPPARD AVE E,18,128,2019-11-07,87,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,N1725,43.769665303000004,-79.383119544,314194.076,4847529.585
1030347,4167691,2017.0,2019.0,1960.0,PRIVATE,6,York Centre,2956 KEELE ST,3,11,2019-11-07,74,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,,N0627,43.735513831999995,-79.484593132,306025.356,4843729.057
1030348,4154609,2017.0,2019.0,1969.0,PRIVATE,6,York Centre,4350 BATHURST ST,6,35,2019-11-07,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0629,43.754107511,-79.438517766,309735.42,4845796.416
1030349,4154693,2017.0,2019.0,1960.0,PRIVATE,6,York Centre,4383 BATHURST ST,13,142,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,N0630,43.75446148100001,-79.437277956,309835.23,4845835.813999999
1030350,4154697,2017.0,2019.0,1962.0,PRIVATE,6,York Centre,4415 BATHURST ST,14,167,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,N0624,43.7567677733,-79.4380041027,309776.827,4846091.036
1030351,4154653,2017.0,2019.0,1965.0,PRIVATE,6,York Centre,4750 BATHURST ST,3,64,2019-11-07,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0624,43.767931941,-79.4420072756,309453.606,4847331.095
1030352,4154648,2017.0,2019.0,1963.0,PRIVATE,6,York Centre,4866 BATHURST ST,10,81,2019-11-07,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0624,43.771601520299996,-79.44318159689999,309358.789,4847738.71
1030353,4156621,2017.0,2019.0,1962.0,PRIVATE,6,York Centre,4900 BATHURST ST,6,60,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0624,43.772309339799996,-79.44307224020001,309367.539,4847817.353
1030354,4156512,2017.0,2019.0,1964.0,PRIVATE,6,York Centre,32 BROOKWELL DR,4,38,2019-11-07,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,5.0,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,N0625,43.744572133599995,-79.4939808701,305269.36699999997,4844734.321
1030355,4155684,2017.0,2019.0,1964.0,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2019-11-07,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,5.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0625,43.7447007322,-79.4945628574,305222.49199999997,4844748.606000001
1030356,4155182,2017.0,2019.0,1970.0,PRIVATE,5,York South-Weston,797 JANE ST,12,93,2019-11-07,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,5.0,,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,,W0539,43.6740732037,-79.4944079231,305235.286,4836902.29
1030357,4154604,2017.0,2019.0,1966.0,PRIVATE,6,York Centre,4190 BATHURST ST,9,80,2019-11-07,81,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N0629,43.748575119399995,-79.437302788,309833.975,4845180.913
1030358,4154607,2017.0,2019.0,1983.0,SOCIAL HOUSING,6,York Centre,4266 BATHURST ST,9,130,2019-11-07,76,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,N0629,43.751874345299996,-79.438030916,309775.071,4845547.393999999
1030359,4156206,2017.0,2019.0,1971.0,TCHC,17,Don Valley North,2 BRAHMS AVE,12,164,2019-11-07,78,Evaluation needs to be conducted in 2 years,18,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,,N1722,43.792308051000006,-79.35878168,316167.619,4850056.03
1030360,4155081,2017.0,2019.0,1996.0,SOCIAL HOUSING,5,York South-Weston,1500 KEELE ST,11,132,2019-11-07,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0536,43.679672235299996,-79.4718686985,307133.338,4837529.733
1030361,4155086,2017.0,2019.0,1955.0,PRIVATE,5,York South-Weston,1720 KEELE ST,4,47,2019-11-07,70,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,W0536,43.685202700699996,-79.4736170741,306911.453,4838139.002
1030362,4154444,2017.0,2019.0,1963.0,PRIVATE,6,York Centre,3250 KEELE ST,4,59,2019-11-07,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,,N0627,43.7419180472,-79.4861318994,305901.567,4844439.544
1030363,4154461,2017.0,2019.0,1967.0,PRIVATE,6,York Centre,3444 KEELE ST,9,61,2019-11-07,76,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,N0625,43.75021348640001,-79.48822665600001,305732.756,4845361.107
1030364,4155850,2017.0,2019.0,2005.0,PRIVATE,6,York Centre,3810 BATHURST ST,6,84,2019-11-07,97,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,N0629,43.738917845,-79.43480398210001,310036.024,4844108.198
1030365,4154596,2017.0,2019.0,1960.0,PRIVATE,6,York Centre,3880 BATHURST ST,4,58,2019-11-07,73,Evaluation needs to be conducted in 2 years,18,2.0,3.0,5.0,3.0,4.0,3.0,,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,,N0629,43.741815421000005,-79.4356700472,309966.025,4844430.022
1030366,4154595,2017.0,2019.0,1960.0,PRIVATE,6,York Centre,3884 BATHURST ST,4,28,2019-11-07,69,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,4.0,3.0,,4.0,,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,,N0629,43.7422578587,-79.4357863772,309956.619,4844479.1680000005
1030367,4154686,2017.0,2019.0,1960.0,PRIVATE,6,York Centre,3905 BATHURST ST,5,50,2019-11-07,63,Evaluation needs to be conducted in 1 year,19,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,,N0630,43.743207276599996,-79.4350944029,310012.274,4844584.687
1030368,4154624,2017.0,2019.0,1979.0,PRIVATE,6,York Centre,300 ANTIBES DR,21,372,2019-11-07,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,N0622,43.7812935158,-79.450030785,308806.743,4848815.09
1030369,4156484,2017.0,2019.0,1965.0,PRIVATE,6,York Centre,35 BROOKWELL DR,4,76,2019-11-07,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0625,43.7434121512,-79.49453969449999,305224.364,4844605.449
1030370,4154303,2018.0,2019.0,1953.0,PRIVATE,5,York South-Weston,16 ARROWSMITH AVE,3,11,2019-11-06,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0529,43.7043754257,-79.4779098871,306564.853,4840268.915
1030371,4156323,2017.0,2019.0,1971.0,PRIVATE,17,Don Valley North,4001 BAYVIEW AVE,12,234,2019-11-06,95,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,N1721,43.8013167898,-79.39228963229999,313197.147,4851099.932
1030372,4155675,2017.0,2019.0,1971.0,PRIVATE,17,Don Valley North,4005 BAYVIEW AVE,12,235,2019-11-06,94,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,N1721,43.8026375756,-79.3940419226,313187.202,4851155.2469999995
1030373,4154713,2017.0,2019.0,1959.0,PRIVATE,18,Willowdale,4979 BATHURST ST,6,92,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,,N1822,43.775246245,-79.4428772024,309383.017,4848143.646000001
1030374,4154714,2017.0,2019.0,1959.0,PRIVATE,18,Willowdale,4981 BATHURST ST,6,96,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,,N1822,43.7762507176,-79.44313913810001,309361.856,4848255.225
1030375,4154720,2017.0,2019.0,1971.0,PRIVATE,18,Willowdale,6151 BATHURST ST,12,67,2019-11-06,93,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,N1821,43.788050695200006,-79.445991695,309131.37,4849566.008
1030376,4154310,2017.0,2019.0,1958.0,PRIVATE,5,York South-Weston,2567 KEELE ST,4,26,2019-11-06,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,W0523,43.7173852837,-79.4796573022,306423.67600000004,4841714.21
1030377,4155198,2017.0,2019.0,1960.0,PRIVATE,5,York South-Weston,898 JANE ST,8,63,2019-11-06,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,W0534,43.6776538886,-79.49672691939999,305048.27,4837300.091
1030378,4155199,2017.0,2019.0,1968.0,PRIVATE,5,York South-Weston,900 JANE ST,5,40,2019-11-06,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,,W0534,43.6782330421,-79.4969313119,305031.787,4837364.433
1030379,4155621,2017.0,2019.0,1967.0,TCHC,5,York South-Weston,1570 JANE ST,6,76,2019-11-06,53,Evaluation needs to be conducted in 1 year,19,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,W0527,43.6990884103,-79.5033968088,304510.668,4839681.395
1030380,4154292,2017.0,2019.0,1961.0,PRIVATE,5,York South-Weston,2100 KEELE ST,6,71,2019-11-06,89,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,W0529,43.6995126232,-79.47655998409999,306673.795,4839728.7
1030381,4154289,2017.0,2019.0,1957.0,PRIVATE,5,York South-Weston,2246 KEELE ST,3,22,2019-11-06,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,3.0,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,4.0,,W0529,43.7014106109,-79.4769290281,306643.993,4839939.556
1030382,4154351,2017.0,2019.0,1950.0,PRIVATE,5,York South-Weston,2428 KEELE ST,3,10,2019-11-06,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,3.0,,W0526,43.7106272814,-79.4788634923,306486.658,4840982.713
1030383,4154349,2017.0,2019.0,1960.0,PRIVATE,5,York South-Weston,2432 KEELE ST,3,12,2019-11-06,80,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0526,43.711105671300004,-79.47890915079999,306484.13300000003,4841016.598999999
1030384,4154339,2018.0,2019.0,1967.0,PRIVATE,5,York South-Weston,2460 KEELE ST,8,57,2019-11-06,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0526,43.7125446153,-79.4793858958,306445.675,4841176.448
1030385,4154338,2018.0,2019.0,1977.0,PRIVATE,5,York South-Weston,2500 KEELE ST,12,95,2019-11-06,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,,W0526,43.7131114472,-79.4796418006,306425.038,4841239.414
1030386,4154331,2017.0,2019.0,1960.0,PRIVATE,5,York South-Weston,1795 JANE ST,10,105,2019-11-06,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,W0528,43.7066838334,-79.5040013996,304461.998,4840525.194
1030387,4154401,2017.0,2019.0,1950.0,PRIVATE,6,York Centre,2217 JANE ST,3,12,2019-11-06,75,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,4.0,3.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,N0627,43.7233585034,-79.508865507,304070.225,4842377.656
1030388,4156564,2017.0,2019.0,1968.0,PRIVATE,17,Don Valley North,11 RUDDINGTON DR,13,155,2019-11-06,87,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,,N1721,43.7877925781,-79.3916951012,313501.368,4849541.583000001
1030389,4154845,2017.0,2019.0,1968.0,PRIVATE,17,Don Valley North,50 RUDDINGTON DR,14,189,2019-11-06,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1721,43.7904933942,-79.3906931297,313581.62100000004,4849841.742
1030390,4154844,2017.0,2019.0,1966.0,PRIVATE,17,Don Valley North,60 RUDDINGTON DR,18,179,2019-11-06,90,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,N1721,43.791632438,-79.390465773,313640.418,4849905.415
1030391,4154843,2017.0,2019.0,1986.0,PRIVATE,17,Don Valley North,70 RUDDINGTON DR,18,107,2019-11-06,95,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,N1721,43.79254847,-79.39077874,313611.526,4850015.004
1030392,4155121,2017.0,2019.0,1982.0,SOCIAL HOUSING,5,York South-Weston,15 OXFORD DR,10,174,2019-11-06,62,Evaluation needs to be conducted in 1 year,19,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,W0531,43.6889254587,-79.4913528542,305481.516,4838552.325
1030393,4155130,2017.0,2019.0,1969.0,PRIVATE,5,York South-Weston,24 PINEHILL CRES,4,29,2019-11-06,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,,W0531,43.688323353,-79.50178938,304639.897,4838486.396000001
1030394,4155742,2017.0,2019.0,2008.0,PRIVATE,5,York South-Weston,333 SIDNEY BELSEY CRES,12,264,2019-11-06,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,W0531,43.691326105,-79.50858748,304091.899,4838820.039
1030395,4155127,2017.0,2019.0,1992.0,SOCIAL HOUSING,5,York South-Weston,200 DORA SPENCER RD,9,125,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,4.0,W0531,43.6917606066,-79.5050710659,304375.636,4838867.321
1030396,4156140,2017.0,2019.0,1996.0,SOCIAL HOUSING,18,Willowdale,45 CUMMER AVE,4,53,2019-11-06,95,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,N1823,43.787109971999996,-79.415408659,311592.624,4849464.537
1030397,4154842,2017.0,2019.0,1967.0,PRIVATE,17,Don Valley North,505 CUMMER AVE,13,175,2019-11-06,94,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,N1721,43.7921587704,-79.3916718817,313502.61600000004,4850026.664
1030398,4154218,2017.0,2019.0,1985.0,PRIVATE,7,Humber River-Black Creek,25 DALLNER RD,4,71,2019-11-06,71,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,,3.0,,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,W0734,43.7215636284,-79.5137264803,303678.542,4842178.326
1030399,4156561,2017.0,2019.0,2012.0,PRIVATE,18,Willowdale,485 PATRICIA AVE,10,240,2019-11-06,99,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N1821,43.783662468,-79.444994843,309246.757,4849085.015
1030400,4154763,2017.0,2019.0,1968.0,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2019-11-06,87,Evaluation needs to be conducted in 3 years,20,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,N1630,43.71503235,-79.33058483399999,318480.453,4841476.916
1030401,4154761,2017.0,2019.0,1960.0,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2019-11-06,92,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,N1630,43.7170552928,-79.3300834022,318476.11699999997,4841691.34
1030402,4155673,2017.0,2019.0,2013.0,PRIVATE,16,Don Valley East,5 DEAUVILLE LANE,7,62,2019-11-06,77,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,N1630,43.7178206599,-79.3305417453,318400.363,4841821.642
1030403,4155122,2017.0,2019.0,1983.0,TCHC,5,York South-Weston,30 DENARDA ST,15,255,2019-11-06,47,Building Audit,19,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,W0531,43.68924906,-79.4925042867,305388.692,4838588.272
1030404,4156723,2017.0,2019.0,2008.0,PRIVATE,5,York South-Weston,5 HARDING AVE,9,184,2019-11-06,77,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,W0528,43.699376402,-79.502250278,304602.821,4839714.337
1030405,4154715,2017.0,2019.0,1996.0,SOCIAL HOUSING,18,Willowdale,33 DREWRY AVE,6,81,2019-11-06,89,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,N1822,43.7863368671,-79.4188830465,311313.334,4849377.413
1030406,4154768,2017.0,2019.0,1969.0,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2019-11-06,79,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,N1630,43.716421355,-79.334404294,318127.81,4841621.149
1030407,4169221,2019.0,2019.0,1953.0,PRIVATE,5,York South-Weston,2701 EGLINTON AVE W,4,49,2019-11-06,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,W0536,43.689344093,-79.47749785100001,306598.205,4838599.952
1030408,4155194,2017.0,2019.0,1986.0,SOCIAL HOUSING,5,York South-Weston,3561 EGLINTON AVE W,16,140,2019-11-06,71,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,W0535,43.6858944242,-79.49260031989999,305380.966,4838215.5819999995
1030409,4154762,2017.0,2019.0,1966.0,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,2019-11-06,82,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,N1630,43.716030296999996,-79.330923583,318408.386,4841578.281
1030410,4221322,2017.0,2019.0,1968.0,PRIVATE,16,Don Valley East,48 GRENOBLE DR,9,109,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,N1630,43.716768048999995,-79.331308961,318377.163,4841660.179
1030411,4154293,2017.0,2019.0,1960.0,PRIVATE,5,York South-Weston,14 GULLIVER RD,6,57,2019-11-06,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,,W0529,43.6995188546,-79.47732165949999,306612.402,4839729.377
1030412,4154281,2017.0,2019.0,1960.0,PRIVATE,5,York South-Weston,17 GULLIVER RD,6,42,2019-11-06,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,,W0529,43.6987192629,-79.476784436,306655.727,4839640.555
1030413,4154282,2017.0,2019.0,1961.0,PRIVATE,5,York South-Weston,21 GULLIVER RD,7,51,2019-11-06,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,W0529,43.6986462208,-79.4772084771,306621.55,4839632.432
1030414,4154283,2017.0,2019.0,1961.0,PRIVATE,5,York South-Weston,25 GULLIVER RD,7,52,2019-11-06,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,W0529,43.69855491,-79.4776237229,306588.082,4839622.28
1030415,4154294,2017.0,2019.0,1963.0,PRIVATE,5,York South-Weston,26 GULLIVER RD,6,53,2019-11-06,74,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0529,43.6993035632,-79.4776846609,306583.149,4839705.452
1030416,4154284,2017.0,2019.0,1967.0,PRIVATE,5,York South-Weston,35 GULLIVER RD,6,42,2019-11-06,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0529,43.6984374675,-79.4780739055,306551.797,4839609.226
